"Metoph Architects & Interiors","","","INTERIOR ESTIMATE FOR MS.RINKI SINGH,                                                                             SECT-132,GR.NOIDA  (04/11/2024)","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","Office:     D-41,Second Floor,Sector-59,Noida- 201301","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","Mob:       +91- 9634494116 ,   +91- 8791758757","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","Email:      metopharchitects@gmail.com","","","","","","","","",""
"S.NO.","AREAS","DESCRIPTION","UNIT","QUANTITY","UNIT RATE","AMOUNT","UNIT PRICE","","","","",""
"1","DISMENTLING AND DEBRIS","","","","","","","","","","",""
"A","Dismentling and debris of exisitng partition Walls and site cleaning","as/Site Visit","lumsum","lumsum","lumsum","15000","","","","","",""
"2","CIVIL WORK","","","","","","","","","","",""
"A","PCC for tile levelling","providing 1:4 (cement : sand) 100mm thick mortar for exisitng floor leveling and smooth surface","lumsum","","","300000","","","","","",""
"B","Brick Work For Toilets And Pantry and cafeteria","providing first class brick work with 4.5 and 9"""" thick with rough plaster finish for Tile work. (as/drawing) also providing ledge wall for Wall Hung WC Cistern","","","","","","","","","",""
"C","RCC Lintel Beam","providing RCC Lintel Beam For Door Support at +8' lvl","","","","","","","","","",""
"D","plaster work","providing 1:4 (cement : sand) 12mm thick plaster on exisiting wall (as/site)","","","","","","","","","",""
"E","Raised Floor For Server Room","100mm high PCC floor for raised plateform for 75mm pipes for water line","","","","","","","","","",""
"3","Floor Tiles","","","","","","","","","","",""
"a","Floor Tiles                                                                                                                   Tile Cost - up to 40 TO 60- sqft.","Providing Fixing of (4' x 2' , 8"" x 4', 2' X 2' ) vitrified Tile with labour and required fixing material.                                                                                                                                          As/3D theme and design                                                                                                                                                    Make - Kajaria,Somani, Varmoura,Granicer same as other","sqft","4000","120","480000","","","","","",""
"TOTAL  (A)","","","","","","795000","","","","","",""
"4","PARTITION WALL","","","","","","","","","","",""
"A","75mm thick Gypsum Partition","providing and fixing of gypsum partition                                                                                                                                          (50mm x 50 mm GI section with both side 12mm gypsym board with joint plaster)","per sqft","2500","140","350000","","","","","",""
"B","12mm thick toughned glass Door","Make- gold plus,modi same as other","per pcs","13","20000","260000","","","","","",""
"C","Providing and fixing flush door with laminate finish required with fittings","","per pcs","3","8500","25500","","","","","",""
"D","12mm thick toughned glass partition fixing with C profile section in floor and gypsum                                                                                                            (as/layout)                                                                                                                                                                                     (up to 7' high from floor finish lvl)","12mm thick tougned Glass partition with Required Fittings (Make - saint Gobain,Modi same as other)                                                                                                                                            note - existing front glass will remain same","per sqft","800","400","320000","","","","","",""
"TOTAL  (B)","","","","","","955500","","","","","",""
"5","DIRECTOR'S TOILET","","","","","","","","","","",""
"A","Floor and Wall Tiles","Providing Fixing of (2'x2', 12""x18"", 12""x12"" ) vitrified Tile with labour and required fixing material.  (Make - Somani,Kajaria,vamoura,same as other brand)","per unit","300","120","36000","","","","","",""
"B","Fixtures for toilet","1. Wall mounted WC (jaquar) with cistern + flush plate (GROHE GD- 2)                                                                                                                                                                                                                                    2. Table top basin with diverter                                                                                                                                               (MAKE - JAQUAR / SOMAY/HINDWARE                                                                                                           3. wall mirror with light                                                                                                                                                  4. Vanity with granite top with below storage                                                                                                       5. health Faucet                                                                                                                                                                                                        6. toilet paper Holder (Stainless steel heavy duty)","per unit","1","45000","45000","","","","","",""
"C","New Bathroom's pvc installation fittings + labour charges with required items.","providing fitting and fixing of new pvc pipeline fittings for bathroom fixtures with required items.                                                                                                                  MAKE - Prince/ Prakash/Finolex same as other","per unit","1","30000","30000","","","","","",""
